adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords
False,,0,Science Fiction;Adventure;Drama;Fantasy,,2973,tt0014646,ru,Аэлита,"The movie is set at the beginning of the NEP (New Economic Policy) in December, 1921. A mysterious radio message is beamed around the world, and among the engineers who receive it are Los, the hero, and his colleague Spiridonov. Los is an individualist dreamer. Aelita is the daughter of Tuskub, the ruler of a totalitarian state on Mars in which the working classe are put into cold storage when they are not needed. With a telescope, Aelita is able to watch Los. As if by telepathy, Los obsesses about being watched by her. After some hugger-mugger involving the murder of his wife and a pursuing detective, Los takes the identity of Spiridonov and builds a spaceship. With the revolutionary Gusev, he travels to Mars, but the Earthlings and Aelita are thrown into prison by the dictator. Gusev and Los begin a proletarian uprising, and Aelita offers to lead.",1.952217,/1lE1kZwH0Mz3jiNhQtDcQjBBpW0.jpg,Межрабпом-Русь,,1924-09-24,0,120,xx,Released,,Aelita: Queen of Mars,False,5.7,14,mars
False,,0,Drama;Foreign;Romance,,836,tt0057654,pt,Vidas secas,'Vidas secas' tells in vivid images the almost documentary like story of a drover and his family in the northern interior states of Brazil during the drought. A family in the search of a new hope and destiny.,0.684876,/uBxO2nEQaQ9vtyzW4iMZRRb4Bux.jpg,Sino Filmes,,1963-08-22,0,115,pt,Released,,Barren Lives,False,6.4,17,brazilian;brazil;hunger;socially deprived family;aridity;peasant;independent film;teacher;cinema novo
False,,26000000,Drama;Thriller;War,,7445,tt0765010,en,Brothers,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy  steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",9.108917,/rfLmpW2tzI40g91GiU0WSiMIxox.jpg,Lionsgate;Relativity Media;Sighvatsson Films;Michael De Luca Productions;Palomar Pictures (II),,2009-01-27,43318349,104,en;fr,Released,There are two sides to every family.,Brothers,False,6.8,650,brother brother relationship;brother-in-law;loss of husband;war in afghanistan;sister-in-law
False,,0,Comedy;Crime,,1284,tt0257231,es,Torrente 2: Misión en Marbella,For this second film in the cult comedy series Torrente takes our fat police officer from Madrid to Marbella in Spain to investigate a villain’s plot to destroy the city with a missile. This James Bond style slapstick comedy became the most successful box-office film in Spanish film history beating out only the first Torrente film.,5.854434,/iJWsg9WcH81TYOcdJnEbcKbybPA.jpg,Lolafilms;Amiguetes Entertainment,,2001-03-30,0,99,es,Released,,Torrente 2: Mission in Marbella,False,6.3,41,detective;missile;roulette;marbella
False,,0,War;Drama;Romance,,2143,tt0115832,en,Carla's Song,A Glasgow man (Robert Carlyle) visits war-torn Nicaragua with a refugee (Oyanka Cabezas) tormented by her memories.,1.826608,/rgRwEM58034IJrAicHDs1hGKlDA.jpg,Channel Four Films;Alta Films S.A.;The Glasgow Film Fund;Televisión Española;Road Movies Dritte Produktionen;Parallax Pictures;Institute of Culture;Filmstiftung NRW;Degeto Film,,1996-09-20,0,125,en;es,Released,A dream called freedom. A nightmare called Nicaragua.,Carla's Song,False,6.8,12,civil war;glasgow;socially deprived family;bus ride;bus driver;nicaragua;sandinistas;1980s
False,,97250400,Fantasy;Adventure;Comedy;Family,http://www.asterixauxjeuxolympiques.com/index.php,2395,tt0463872,fr,Astérix aux Jeux Olympiques,"Astérix and Obélix have to win the Olympic Games in order to help their friend Alafolix marry Princess Irina (portrayed by supermodel Vanessa Hessler). Brutus (Benoît Poelvoorde) uses every trick in the book to have his own team win the game, and get rid of his father Julius Caesar (Alain Delon) in the process.",9.671944,/tKL0RJOeuccc1rrpcDKg8qhedIz.jpg,Constantin Film;TF1 Films Productions;Pathé Renn Productions;La Petite Reine;Tri Pictures;Sorolla Films;Novo RPI;Canal+;uFilm;Canal+ España;Le Tax Shelter du Gouvernement Fédéral de Belgique;Les Editions Albert René,,2008-01-13,132900000,116,fr;pt,Released,,Asterix at the Olympic Games,False,5.0,486,competition;greece;colosseum;olympic games;emperor;magic;horse;roman;wild boar;governance;galier
False,,2500000,Comedy;Drama,http://www.freerainer.de/,1912,tt0810868,de,Free Rainer - Dein Fernseher lügt,"Frustrated, because he is forced to produce bad TV-shows, a manager of a TV-station, enters the station and manipulates the ratings, to initiate a TV-revolution.",2.529219,/tZhTYAs3rE3fmtz4XtLCAWzuwZ9.jpg,Coop 99;kahuuna films;Österreichischer Rundfunk (ORF),,2007-09-11,0,129,de,Released,,Reclaim Your Brain,False,6.9,30,berlin;suicide;assassination;alcohol;drug abuse;sense of guilt;solidarity;loyalty;blackmail;bathing;cocaine;self-awareness;tv show;manipulation of the media;media tycoon;gun rampage;jaguar;arrest;group;friendship;car crash;hospital
False,,0,Documentary;Comedy,http://bestworstmovie.com,40819,tt1144539,en,Best Worst Movie,"A look at the making of the film Troll 2 (1990) and its journey from being crowned the ""worst film of all time"" to a cherished cult classic.",0.98166,/cScYcSVryWAaw9LlmGpBmpuEj9t.jpg,,,2009-01-01,0,93,en;it,Released,The Story Behind The Worst Movie Ever Made - Troll 2,Best Worst Movie,False,7.4,49,
False,,3000000,Drama;Romance,http://www.yella-der-film.de/,3037,tt0806686,de,Yella,A near-death experience causes a woman to relive someone else's final moments.,7.322719,/1WEdllY3qZe6lL37QQK7ulc2F61.jpg,Schramm Film Koerner & Weber;Medienboard Berlin-Brandenburg GmbH;Zweites Deutsches Fernsehen (ZDF);ARTE,,2007-02-14,0,89,de,Released,,Yella,False,6.0,16,wife husband relationship;dream;future;assistant;work;business man;ex husband;employee;company;workplace;suspense;ex-wife;existence
False,,0,Crime;Drama;Thriller,,1920,tt0050271,en,Crime of Passion,Kathy leaves the newspaper business to marry homicide detective Bill but is frustrated by his lack of ambition and the banality of life in the suburbs. Her drive to advance Bill's career soon takes her down a dangerous path.,7.227515,/5gEkYcu5lZQbRM1AFH1JWZ5qd6N.jpg,United Artists;Robert Goldstein Productions,,1957-01-09,0,83,en,Released,The sin ... the lie ... the crime of passion.,Crime of Passion,False,6.4,10,infidelity;press;ambition;police operation;police;columnist
False,,0,Drama;Romance,,3476,tt0073155,fr,L'important c'est d'aimer,"Servais Mont, a photographer, meets Nadine Chevalier who earns her money starring in cheap soft-core movies. Trying to help her, he borrows the money from the loan sharks to finance the theatrical production of 'Richard III' and gives Nadine a part.",1.268137,/r0pqugeXg7iXP4kEa65SOXN0Yjy.jpg,Albina Productions S.a.r.l.;TIT Filmproduktion,,1975-02-12,0,109,fr,Released,,That Most Important Thing: Love,False,7.5,19,pornography;picture journalist;spectacle
False,,0,Drama,,94959,tt0041329,en,"Edward, My Son","Following the death of his only son, a ruthless businessman reflects on his life, his unhappy marriage and his questionable parenting skills. Released in 1949, starring Spencer Tracy and Deborah Kerr.",0.108153,/8hDuZCPscWq8hcAwLVgk1gPNwKy.jpg,Metro-Goldwyn-Mayer (MGM),,1949-06-02,0,112,en,Released,Broadway Stage Hit . . . Now on the Screen !,"Edward, My Son",False,6.2,3,business man;marriage;death of son
False,,0,Action;Western,,1673,tt0053729,en,Comanche Station,"A man saves a woman who had been kidnapped by Comanches, then struggles to get both of them home alive.",3.65779,/5be8tXSibDcrX3cCKbe3uNxrunk.jpg,Columbia Pictures Corporation;Ranown Pictures Corp.,,1960-03-01,0,73,en,Released,The One-Man War Against The Comancheros!,Comanche Station,False,6.2,24,native american;comanche
False,,0,Horror;Comedy;Science Fiction,,8464,tt0159797,en,Top of the Food Chain,"An isolated Canadian town (populated by the weirdest group of people this side of Saturn) has seen its share of problems. First the nut factory closed, then the CATV antenna stopped broadcasting, and now something is gruesomely devouring the townsfolk! Can visiting atomic scientist (and expert on ""cool fusion"") Dr. Karel Lamonte solve the mystery before everyone disappears?",0.820675,/s4r5Nrc0coMB8YhPHjwDWOf2jee.jpg,The Ontario Film Development Corporation;Bedard/Lalonde Amusements;Space: The Imagination Station,,1999-09-11,0,99,en,Released,Something is eating the residents of Exceptional Vista!,Top of the Food Chain,False,5.8,5,extraterrestrial technology;bisexuality;alien life-form;space invasion;hicktown;incest;cannibalism
False,,0,Drama,http://www.7virgenes.com/,481,tt0461894,es,7 vírgenes,Tano is 16-years-old and is already sitting in jail. In 48 hours he’s a free man and off to the wedding of his brother. In the two days he recounts his neighborhood in a section of Sevilla.,1.639857,/vRbhOYl4Z3fuI7lCosyM8VRHW1u.jpg,"Tesela, P.C.;La Zanfoñia Producciones",,2005-10-14,0,86,es,Released,,7 Virgins,False,6.6,7,adolescence;hip-hop;socially deprived family;juvenile prison;grandmother grandson relationship;concrete slabs building;class;teacher;wedding;suburb;youth;violence;drug;rebellious youth;celebration;seville
False,,0,Crime;Drama,,47610,tt1442580,de,Schwerkraft,"The story of a seemingly settled bank employee who breaks the shackles of his everyday life and becomes a wanderer between worlds. Frederik is an up-and-coming young bank employee who lives an ordinary life. When a bank customer, whom Frederik has denied a loan in the face of the bank crisis, shoots himself in front of Frederik, he snaps. Together with ex-con Vince,he begins to live out a new, dark side of himself. He robs his rich bank customers' homes and gives the money to the needy. The initial rush of crossing social boundaries soon develops into an addiction to ever greater thrills.",0.594783,/nNQwdKaHODOfPpLm4aI3WijX1iY.jpg,,,2010-03-24,0,97,de,Released,,Gravity,False,6.8,9,
False,,0,Music;Drama;Comedy,http://pdl.warnerbros.com/wbol/de/movies/8mileshigh/flash/teaser.html,1244,tt0764639,de,Das wilde Leben,"Achim Bornhak's movie focuses on the restless life of Uschi Obermaier, the icon of the 1968 movement in Germany and groupie. At the age of 16, Uschi is bored by her job in a photo lab, but soon becomes the ""it girl"" of Munich's club scene. When she gets to know Rainer Langhans, they move to Berlin and live in ""Kommune 1"", the first politically-motivated commune in Germany. While the other occupants claim she isn't political enough, Uschi just wants to have fun, works as fashion model and leads international music stars in temptation.",0.851733,/b2GT0in1R0GU3a34CN4YFztJh4X.jpg,Babelsberg Film GmbH,,2007-02-01,0,114,de,Released,,Eight Miles High,False,6.9,8,free love;sexuality;revolution;women's sexual identity;group sex;sex scandal;students' movement;rock;commune 1;keith richards;drugs and addiction;hamburg germany;mick jagger
False,,0,Drama,,471,tt0129774,en,Bandyta,Bastard depicts the distress of needy children and the love of a nurse and a hard boiled criminal. A film from Polish director Maciej Dejczer and actor Til Schweiger’s first international film.,0.707491,/73d8HxtublBXQDhHuhtQ8ysOYUe.jpg,Douek Productions,,1997-01-01,0,102,pl;en,Released,,Bandyta,False,6.3,3,london england;suicide;male nudity;female nudity;smuggling of arms;prison;gypsy;farewell;sex;lovesickness;mental disease;operation;new love;rehabilitation;sinti and romanies ;dying and death;children's home;orphan;violence;criminal;illness;romania
False,,0,Drama,,2010,tt1016205,ja,殯の森,"A caregiver at a small retirement home takes one of her patients for a drive to the country, but the two wind up stranded in a forest where they embark on an exhausting and enlightening two-day journey.",1.594746,/kY4jXoDp53PGkMUxfVSM8rhV26S.jpg,Celluloid Dreams;Visual Arts College,,2007-05-24,0,97,ja,Released,,The Mourning Forest,False,6.2,13,attachment to nature;sadness;pflegeheim;forest;woman director
False,,0,Drama,,54001,tt0071859,fa,مسافر,"The Traveler is a 1974 Iranian drama film directed by Abbas Kiarostami that tells the story of Hassan Darabi, a troublesome, amoral 10-year-old boy in a small Iranian town. He wishes to see the Iran national football team play an important match in Tehran. In order to achieve that, he scams his friends and neighbors. After a number of adventures, he finally reaches Tehran stadium at the time of the match. The film addresses the boy's determination in his goal and his indifference to the effects of his actions on other people, particularly those who are closest to him. In its element, the film is an examination of human behavior and the balance of right and wrong.",0.036044,/gscuJ4jNegoOVYqTqHjqwvfT9ej.jpg,Kanoon,,1974-01-01,0,83,fa,Released,,The Traveler,False,5.3,4,stadium;truancy;goalpost
False,,0,Drama,,3081,tt0051667,en,The Goddess,"Booze, pills and loneliness mark a young actress' rise to stardom.",0.132149,/8kvKmSFlTwcNnx4bfiJOfstK3zZ.jpg,Columbia Pictures Corporation,,1958-06-24,0,104,en,Released,Profound and astounding,The Goddess,False,0.0,1,southern usa;diva;mother daughter relationship;spectacle
False,,0,Comedy;Drama;Thriller,,44555,tt1428556,zh,三枪拍案惊奇,"Wang is a gloomy, cunning and avaricious noodle shop owner in a desert town in China. His neglected, sharp-tongued wife is involved in a secret affair with Li, one of Wang’s employees. A timid man, Li reluctantly keeps the gun his lover has bought to kill her husband. But Wang is watching their every move. He bribes patrol officer Zhang to murder the illicit couple. It seems like a perfect plan: the affair will come to a cruel, bloody but satisfying end… or so he thinks. The equally wicked Zhang has an agenda of his own. As the plot twists, more blood will flow, and ever greater violence will erupt…",1.352447,/bKpKX34QYEDlCS8Uj29STITervp.jpg,Beijing New Picture Film Co. Ltd.;Film Partner International,,2009-12-11,0,95,zh,Released,,"A Woman, a Gun and a Noodle Shop",False,4.8,13,
False,,0,Action;Science Fiction;Thriller;Horror,,3107,tt0063172,ja,怪獣総進撃,"The 9th Godzilla film was the last made by the original Godzilla creators, and was meant to be a grand finale.  Aliens have released all the giant monsters from their imprisonment on Monster Island and are using them to destroy earth's major cities.  It is up to the daring crew of the super rocket ship X-2 to infiltrate the aliens' headquarters before the Earth monsters and King Ghidrah annihilate the planet.",3.74447,/fqJo6QrNx0poSwpZIdOZmSXi2UP.jpg,Toho Company,,1968-08-01,0,89,ja,Released,Monsters of mass destruction.,Destroy All Monsters,False,6.4,33,monster;godzilla;rodan;kaiju;ghidora
False,,35000000,Comedy;Crime,http://horriblebossesmovie.warnerbros.com/index.html,51540,tt1499658,en,Horrible Bosses,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",9.856955,/17rVRW7ond0PR2KJHY0xY00isTB.jpg,New Line Cinema;Rat Entertainment,,2011-07-08,117000000,98,en,Released,Ever wish your boss was dead?,Horrible Bosses,False,6.4,2341,conspiracy of murder;bad boss;employee;death of father;stakeout;duringcreditsstinger
False,,0,Comedy;Drama;Family;TV Movie,,4641,tt0494716,en,Read It and Weep,A young girl turns into an A-List celebrity over night when her private journal is accidently published and becomes a best-seller.,3.627385,/rGwlbSbUEHdbxRMmb1JyN252tu1.jpg,Salty Pictures;Just Singer Entertainment,,2006-07-21,0,90,en,Released,,Read It and Weep,False,5.3,44,based on novel;secret;puberty;book;one-sided love;high school;little girl;popularity;personal diary;diary film;disney movies
False,,40000000,Action;Thriller;Science Fiction,http://www.intimemovie.com/,49530,tt1637688,en,In Time,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",10.324613,/lnYuAr3QOPzvuEFlzpsRUq41IEy.jpg,Regency Enterprises;Strike Entertainment;New Regency Pictures,,2011-10-27,173930596,109,en,Released,Time Is Power,In Time,False,6.7,3512,bank;future;time;dystopia;race against time;immortality;on the run;class differences;cops and robbers ;rich vs poor
False,,0,,,47099,tt0157124,en,Tueur à gages,"A young man gets into an accident and now owes people money. He lives in present day Almaty, Kazakhstan, where jobs are scarce. So he turns to dubious characters for help which leads him deeper and deeper into trouble.",0.105725,/7ksXHnv9vji2afzKA1H8sdxHMUf.jpg,,,1998-01-01,0,80,ru,Rumored,,Killer,False,2.5,2,
False,,0,Drama,,1254,tt0485241,fr,"Je vais bien, ne t'en fais pas","A 19-year-old searches for her twin brother after he runs away from home, following a fight with their father.",6.189495,/bQGNAkUez9KnzSjiy9LNp93v9rb.jpg,Fin Août Productions,,2006-09-06,0,96,fr,Released,,"Don't Worry, I'm Fine",False,7.3,168,love triangle;france;loss of brother;parent child relationship;brother sister relationship;lie;leaving one's family;normandy;postcard;anorexia;youth;twins;family
False,,0,Drama,,8368,tt1031243,en,The Garden of Eden,A young American writer completes his service in WWI and travels across Europe with his wife and her attractive Italian girlfriend. Based on the novel by Ernest Hemingway.,0.160182,/6DTJui0gH1FhEAOU6lO1Gwf3WdS.jpg,Devonshire Productions;Berwick Street Productions,,2008-01-01,0,111,en,Released,,The Garden of Eden,False,4.2,3,
False,,7000000,Science Fiction,http://www.evalapelicula.com/,77561,tt1298554,es,EVA,"Set in 2041, humans of planet Earth now live side-by-side with androids. A well-known cybernetic engineer, Alex Garel, is tasked with an assignment to create a robot in the form of a human child. He returns home to begin his work and finds that his childhood love Lana has married his brother David. Their daughter Eva seems to possess a superior intelligence and powerful charisma that immediately captivates Alex. Looking for inspiration, Alex asks Eva to be the muse of the new robot, which challenges everything Alex ever thought he knew about robots and humans alike.",4.788492,/6GxdFoY8DdU8YXvsGoReeibTyuX.jpg,Wild Bunch;Canal+;Televisión Española (TVE);Escándalo Films;Canal+ España;Ran Entertainment;Saga-Productions,,2011-10-28,0,94,es,Released,You can't program what you feel.,EVA,False,6.4,108,
False,,0,Crime;Drama,,3556,tt0055118,en,Mad Dog Coll,"Killer Vincent ""Mad Dog"" Coll moves in on gangster Dutch Schultz in 1920s New York.",0.669692,/7Ulzpnz5JjZvYvx2KL94Z0n6Gzx.jpg,Thalia Productions,,1961-05-12,0,88,en,Released,,Mad Dog Coll,False,6.0,1,new york;usa
False,,0,Action;Thriller,,85414,tt1990181,en,Brake,A Secret Service Agent is held captive in the trunk of a car and endures high-speed mental and physical torture as terrorists attempt to extract needed information for their sinister plot.,9.213358,/i6sJzILrDowLSo97lPXxPdj8jSi.jpg,Lightning Entertainment;La Costa Productions;Walking West Entertainment,,2012-03-22,0,92,en,Released,The only way out is to give in,Brake,False,5.3,75,
False,,0,Drama,,1556,tt0064068,ja,薔薇の葬列,"A feverish collision of avant-garde aesthetics and grind-house shocks (not to mention a direct influence on Stanley Kubrick’s A Clockwork Orange), Funeral Parade of Roses takes us on an electrifying journey into the nether-regions of the late-’60s Tokyo underworld. In Toshio Matsumoto’s controversial debut feature, seemingly nothing is taboo: neither the incorporation of visual flourishes straight from the worlds of contemporary graphic-design, painting, comic-books, and animation; nor the unflinching depiction of nudity, sex, drug-use, and public-toilets. But of all the “transgressions” here on display, perhaps one in particular stands out the most: the film’s groundbreaking and unapologetic portrayal of Japanese gay subculture.",3.502077,/v2HfNo9eLNHvN6Rh9BQiJBVGDPQ.jpg,Art Theatre Guild,,1969-01-01,0,104,ja,Released,The trials and tribulations of Eddie and other transvestites in Japan.,Funeral Parade of Roses,False,7.1,21,oedipus
False,,0,Drama;Comedy;Music;Romance;Foreign,,40629,tt0187283,en,The Mikado,"Jonathan Miller set his well-known production of The Mikado, staged for the English National Opera, in a British seaside resort of the 1920s. The result, complete with a chorus of gentlemen of Japan as cartoon-like British peers, emphatically underscores the Englishness of the satire. The occasional non sequiturs, like a bunch of gentry dressed for Ascot and singing in Japanese, are loonily fun, and no more absurd than the fantasyland Japan that Gilbert and Sullivan invented. The time frame, though, seems little more than an excuse for a smart black-and-white production design.",0.070858,/5Ush72mvbLcGLPQI41Wo0j94F5r.jpg,,,1987-01-01,0,130,,Released,"Operetta, Musical",The Mikado,False,0.0,0,
False,,0,Romance;Drama,,537,tt0436445,fr,Je ne suis pas là pour être aimé,"Jean-Claude Delsart, a 50 years-old bailiff, with his worn-out smile and heart, abandoned a long time ago the idea that life could give him pleasures. Until the day, he dares to push the doors of a tango lesson...",1.078297,/czSf8d6QJXUqdj0CVuYJZNPqbfp.jpg,Angoa-Agicoa;Centre National de la Cinématographie;Procirep;TS Productions;Uni Etoile 2,,2005-10-12,0,93,fr,Released,,Not Here to Be Loved,False,5.2,8,individual;paris;dancing;nurse;father son relationship;age difference;clerk;loss of father;old people's nurse;tango;dancing class;bailiff;chambers of a barrister;fiancé;dementia;heart disease;distraint;monopoly;indoor plant;secret love;author;wedding;dog
False,,0,Drama;Documentary,,96821,tt2177511,it,Cesare deve morire,"Winner of the Golden Bear at the 2012 Berlin Film Festival, Caesar Must Die (Cesare Deve Morire), the scripted documentary shows inmates at a prison in Rome rehearsing for a performance of Shakespeare's Julius Caesar.",9.737921,/iTGY3C7MBslyZv1aNBs559CUjac.jpg,Kaos Cinematografica,,2012-02-11,0,76,it,Released,,Caesar Must Die,False,6.6,29,
False,,0,Documentary,,160,tt0000012,es,L'arrivée d'un train en gare de La Ciotat,"A group of people are standing along the platform of a railway station in La Ciotat, waiting for a train. One is seen coming, at some distance, and eventually stops at the platform. Doors of the railway-cars open and attendants help passengers off and on.  Popular legend has it that, when this film was shown, the first-night audience fled the café in terror, fearing being run over by the ""approaching"" train. This legend has since been identified as promotional embellishment, though there is evidence to suggest that people were astounded at the capabilities of the Lumières' cinématographe.",5.256608,/iwxu3OVTNVy4wAQ8JbwsxYEW5Qr.jpg,Lumière,,1896-01-25,0,1,xx,Released,,The Arrival of a Train at La Ciotat,False,6.9,87,france;train station;cinema;beginning;film and cinema;train
False,,35000000,Comedy,http://www.thisis40movie.com/,89492,tt1758830,en,This Is 40,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",11.418802,/5zscVRjG4f6wcF7zidVqGO7hwjg.jpg,Apatow Productions,,2012-12-20,88058786,134,en,Released,The sort-of sequel to 'Knocked Up',This Is 40,False,5.6,909,wife husband relationship;children;family relationships;duringcreditsstinger
False,,0,Comedy;Drama;Family,,46972,tt0101444,en,Big Girls Don't Cry... They Get Even,"A girl fed up with her quirky, dysfunctional family runs away from home, causing all of them to spend time with each other.",0.466287,/gWG6PMlu1jTst0HPokQ1FjskxLg.jpg,New Line Cinema,,1992-05-08,0,96,,Released,,Big Girls Don't Cry... They Get Even,False,4.6,5,christianity;philosophy;infidelity;camping;narration;business man;step parents;vacation;forest ranger;dysfunctional family;open relationship;dating;pregnancy;swimming;divorce;family reunion;journal;animal abuse;scientific experiment;animal attack;hitchhiking;military brat;fisticuffs;lying;running away;woman director;snobbery;family disharmony;extended family;step siblings;famous authors;estranged son;armed robbery
False,,0,Action;Horror;Science Fiction,,3146,tt0060440,ja,Furankenshutain no Kaijū: Sanda tai Gaira,"An experimental lab animal called a gargantua escapes from his captors and is suspected to be the creature that is killing people all over the countryside. But when the gargantua from the lab appears at the same time as the evil gargantua, the two begin to battle across Japan.",2.382208,/l5bmYcIrdRqRe6gCgXlemNxSGMH.jpg,Toho Company;Benedict Pictures Corp.;United Productions of America,,1966-07-31,0,88,ja,Released,All Brand New!,The War of the Gargantuas,False,6.3,9,airport;monster;octopus;frankenstein;sequel;giant monster;kaiju;man eating monster
False,,0,Comedy,,3052,tt0061590,en,Don't Make Waves,"New York tourist Tony Curtis falls asleep on a Southern California beach on his first night in the West and wakes up to The New Phantasmagoria--catamarans, surfers (including a dog), bodybuilders, acrobats, motorcycle chicken races, a nut fishing in the shallows . . . and Sharon Tate as a skydiver named Malibu who gives Curtis the rapture of artificial respiration when he is conked on the head by a flying surfboard.",4.910542,/691fElRzNKXy4nNuvG3gD9rnhdz.jpg,Filmways Pictures;Metro-Goldwyn-Mayer (MGM),,1967-06-20,0,97,en,Released,Wild waves and wilder women ... in a tidal wave of comedy!,Don't Make Waves,False,6.4,8,holiday;california;beach;erotic movie;tiki culture
False,,0,Adventure;Fantasy;Action;Science Fiction,,2966,tt0118248,en,"20,000 Leagues Under the Sea","The year is 1886, when New England's fishing harbours are the scene for a ""creature of unknown origin"" destroying ships at sea. It is the job of Professor Pierre Aronnax, a marine expert, and Ned Land, the iron willed sailor, to learn the truth of the ""monster"" roaming the seas. The great novelist, Jules Verne, described this perilous journey to the darkest depths of the sea with Captain Nemo aboard the Nautilus.",3.600607,/h4jb5xM59W6fMjk3Eud1LBCd1Ne.jpg,,,1997-05-11,0,158,en,Released,Welcome to the last place on earth.,"20,000 Leagues Under the Sea",False,4.6,13,
False,,0,Horror;Science Fiction,,3160,tt0059205,ja,Furankenshutain Tai Chitei Kaijū Baragon,"During WWII, a human heart taken from Dr. Frankenstein's lab and  is kept in Japan where it gets exposed to the radiation of the bombing of Hiroshima. The heart grows in size, mutates and eventually becomes an indestuctable humanoid.  Later, a reptilian monster goes on a rampage. Eventually the Frankenstein creature and the reptile face off in a terrible battle.",1.469081,/qcB7uTmCOzrbDMVmxht8STsHcTh.jpg,Toho Company;Henry G. Saperstein Enterprises Inc.,,1965-08-08,0,93,ja,Released,,Frankenstein Conquers the World,False,5.8,9,monster;radiation;octopus;frankenstein;giant monster;scientist;kaiju;frankenstein's monster;baragon
False,,0,,,56949,tt0169364,it,El viento se llevó lo qué,"Soledad, a girl tired of being a taxi driver in Buenos Aires,  travels with her car to Patagonia. She stops in a village whose inhabitants live in isolation and their only contact with the outside world is a cinema where old films are projected.",0.379683,/2NVP5AYFfUco38A5RHETsarz0ki.jpg,,,1998-11-12,0,90,es;fr,Released,,Wind with the Gone,False,5.8,4,
False,,0,Fantasy;Thriller;Science Fiction,,3030,tt0075990,en,End of the World,"After witnessing a man's death in a bizzare accident, Father Pergado goes on a spiritual retreat, where he encounters his alien double bent on world conquest.",1.239669,/gL8aFUP6nTd6aZ3yEQ7ejecdDo9.jpg,Charles Band Productions,,1977-08-01,0,88,en,Released,,End of the World,False,4.7,3,pastor;alien
False,,2000000,Action;Science Fiction;Thriller,,2072,tt0112763,en,Cyberjack,"In the near future Nassim, terrorist leader, storms computer company headquarters. His aim is deadly computer virus that could bring him world domination. Nick, company janitor and ex-cop, will get in his way.",0.152374,/baHBWEjK9dP6cb1PgyxpCPlnu45.jpg,Catalyst Films International;Fuji Eight Company,,1995-09-19,0,99,en,Released,Death On The Internet...Who Will Control The Future ?,Cyberjack,False,7.3,4,robbery;computer virus;computer war;ex-cop;lethal virus;killer;hoodlum
False,,0,Adventure;Action;Drama,,54272,tt0164984,ja,座頭市関所破り,"Blind swordsman/masseuse Zatoichi befriends a young woman looking for her father, a village leader who has disappeared. As he helps her investigate the disappearance, Zatoichi also becomes involved with another young woman who is trying to help her brother, who has murdered someone at about the same time and place as the missing man was last seen.",1.112057,/m8JWA6tPYpSrOOfPEHpZKxVcn8C.jpg,Daiei Studios,,1964-12-30,0,86,ja,Released,,Adventures of Zatôichi,False,6.3,10,new year's eve;samurai;sword;sequel;zatoichi
False,,0,Comedy;Drama,,5995,tt0342771,sv,Miffo,"Tobias is the new, idealistic priest in a suburb but he soon learns that his flock is quite uninterested in Christianity. However, he befriends Carolina, a chain smoking woman his age, wheelchair-bound since birth. It is opposites attract although their backgrounds are different.",0.768593,/gtQRpMxQbLHbyXpy3RDyivNpFbj.jpg,,,2003-07-31,0,105,sv,Released,,Miffo,False,4.0,5,sweden;new love
False,,0,Comedy;Foreign,,69406,tt1429432,en,Rio Sex Comedy,"Is this possible to reconcile individual happiness and social justice? It is the paradoxical search several foreigners installed in Brazil. Charlotte Rampling incarnates a British esthetic surgeon given to dissuade whoever would like to pass under the lancet. Irène Jacob is an anthropologist Frenchwoman whose of libido concerns override its political conscience. Bill Pullman camps a disturbed American ambassador who flees his most dangerous responsibilities while hiding in one for the favelas for Rio. There, it becomes accessory to the schemes of Fisher Stevens, a tourist guide, doubled of a romantic swindler. All these stories meet in a whimsical comedy nevertheless anchored in the reality of Rio de Janeiro, known rightly like “the town of wonders.”",0.851056,/skMtsUTxk6W0clYKd4rYiZk1tLd.jpg,,,2010-09-16,0,124,en;fr,Released,,Rio Sex Comedy,False,3.3,6,
